biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white,weight
Strongly approve,Did not vote,Joe Biden,Can't be too careful,Word of God,Agree,False,True,False,True,False,True,Female,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Tennessee,25-44,South,False,True,True,True,False,0.8242053022141066
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,False,True,False,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Indiana,18-24,Midwest,True,True,True,True,False,0.2855980102200239
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Agree,False,True,True,True,True,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Ohio,18-24,Midwest,True,True,True,True,False,0.10197423919925351
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,False,False,True,True,Female,Black or African American,Less than high school,"Between $15,000 and $49,999",Suburban,California,18-24,Pacific,False,True,False,False,False,2.9135399045362385
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,True,True,True,Male,White or Caucasian,Graduated from high school,"Under $15,000",Urban,Ohio,18-24,Midwest,False,True,True,False,True,0.08827788469544573
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,I don’t know,Disagree,True,False,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $100,000 and $150,000",Suburban,California,18-24,Pacific,False,False,True,True,False,1.021818663961376
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,True,True,True,Male,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,West Virginia,25-44,South,True,True,True,True,False,0.08343103145213197
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,False,True,False,True,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,California,45-64,Pacific,True,True,True,True,False,0.13795718788286776
Somewhat approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from college,"Under $15,000",Suburban,New York,18-24,Northeast,True,True,True,True,False,0.010750696947685314
Approve,Did not vote,Joe Biden,Can trust,Inspired word,Somewhat disagree,False,False,True,True,True,False,Female,White or Caucasian,Graduated from high school,"Under $15,000",Rural,North Carolina,18-24,Southeast,False,True,True,False,True,0.35427523175733894
Somewhat approve,Did not vote,Donald Trump,Can't be too careful,Book of fables,Agree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Urban,Florida,25-44,Southeast,False,True,True,True,False,0.10035871077413022
Approve,Did not vote,Joe Biden,Can't be too careful,Word of God,Somewhat disagree,False,True,False,True,True,True,Female,White or Caucasian,"Some college, no degree","Under $15,000",Rural,North Carolina,25-44,Southeast,False,True,True,True,False,0.2717595955279187
Approve,Donald Trump,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Rhode Island,25-44,Northeast,True,True,True,True,False,0.018858918650110214
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Male,Hispanic or Latino,Graduated from college,"Under $15,000",Suburban,Illinois,25-44,Midwest,True,True,False,True,False,0.0631852036431214
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Michigan,25-44,Midwest,True,True,True,True,False,0.09436117832932371
Neither approve nor disapprove,Other,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,True,True,False,False,Other,White or Caucasian,Completed graduate school,"Under $15,000",Rural,Idaho,25-44,Mountains,True,True,True,True,False,0.10199993541336475
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,True,True,False,True,Female,Asian or Asian American,Graduated from college,"Between $75,000 and $99,999",Suburban,Missouri,25-44,South,True,True,False,True,False,0.057161857989852065
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Word of God,Somewhat agree,False,True,True,False,False,False,Female,White or Caucasian,Graduated from high school,"Under $15,000",Urban,Texas,45-64,South,True,True,True,False,True,2.215087221711514
Somewhat disapprove,Did not vote,Did not vote,Can trust,Book of fables,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Illinois,25-44,Midwest,False,False,True,True,False,0.2822695676162402
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,False,True,Female,Black or African American,Graduated from college,"Under $15,000",Suburban,Texas,18-24,South,False,False,False,True,False,0.058063403871413954
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,True,True,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,Georgia,18-24,Southeast,False,True,False,True,False,0.06011707632116893
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat agree,False,True,True,True,True,True,Female,Asian or Asian American,"Some college, no degree","Between $15,000 and $49,999",Suburban,Texas,18-24,South,False,True,False,True,False,0.0862561789090275
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,True,False,True,False,False,Male,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Suburban,Georgia,25-44,Southeast,True,True,False,True,False,0.7791976897923104
Approve,Other,Other,Can trust,Book of fables,Disagree,True,False,False,False,False,False,Male,Hispanic or Latino,Graduated from college,"Between $75,000 and $99,999",Suburban,California,25-44,Pacific,True,True,False,True,False,0.06511275695624004
Somewhat disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Somewhat agree,False,False,True,False,False,False,Male,Black or African American,Graduated from high school,"Under $15,000",Urban,Illinois,25-44,Midwest,False,False,False,False,False,1.879554043622375
Disapprove,Donald Trump,Donald Trump,Can trust,Word of God,Disagree,False,True,False,False,False,True,Female,White or Caucasian,Completed graduate school,"Between $100,000 and $150,000",Suburban,California,65+,Pacific,True,True,True,True,False,5.851722106596619
Disapprove,Other,Did not vote,Can trust,Book of fables,Somewhat disagree,False,True,True,True,False,True,Female,Asian or Asian American,Completed graduate school,"Between $100,000 and $150,000",Urban,New York,45-64,Northeast,True,False,False,True,False,0.5537116753023178
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat agree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Colorado,25-44,Southwest,True,True,True,True,False,0.14675557733651104
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Don't know,False,True,False,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,California,25-44,Pacific,True,True,True,True,False,0.17621606834558284
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,False,True,False,False,True,Male,White or Caucasian,Graduated from college,"Between $100,000 and $150,000",Suburban,Delaware,25-44,Northeast,True,True,True,True,False,0.22673731631648356
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,California,45-64,Pacific,True,True,True,True,False,0.17818586675412268
Approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Somewhat disagree,False,True,True,True,True,False,Female,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Suburban,Texas,25-44,South,True,True,True,True,False,1.0950019689594037
Approve,Other,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,Asian or Asian American,Completed graduate school,"Between $100,000 and $150,000",Suburban,Washington,25-44,Pacific,True,True,False,True,False,0.04763725957127177
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Rural,New Hampshire,45-64,Northeast,True,True,True,True,False,0.1107025223601649
Neither approve nor disapprove,Did not vote,Did not vote,Don’t know,Inspired word,Disagree,False,True,False,True,False,False,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Ohio,45-64,Midwest,False,False,True,True,False,1.4626089106419973
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Massachusetts,25-44,Northeast,False,True,True,True,False,0.1739024198162898
Somewhat disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Disagree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Connecticut,25-44,Northeast,True,True,True,True,False,0.11885541040862438
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Agree,False,False,True,True,False,False,Male,Asian or Asian American,"Some college, no degree","Over $150,000",Urban,New York,18-24,Northeast,False,True,False,True,False,2.2796049982472333
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,False,True,True,False,False,Male,Asian or Asian American,Graduated from high school,"Under $15,000",Urban,Nevada,18-24,Southwest,True,True,False,False,False,0.09830774008111866
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,True,False,False,False,True,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Arkansas,45-64,South,True,True,True,True,False,1.2118139530517649
Neither approve nor disapprove,Other,Other,Can trust,Book of fables,Agree,False,True,True,False,True,False,Male,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Rural,New Mexico,25-44,Southwest,True,True,True,True,False,0.2778746201931896
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,True,True,True,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,Indiana,25-44,Midwest,False,True,True,True,False,0.14273779088466462
Somewhat approve,Did not vote,Other,Can trust,Inspired word,Disagree,False,False,False,True,False,False,Female,Asian or Asian American,Graduated from college,"Under $15,000",Urban,Florida,25-44,Southeast,False,True,False,True,False,0.01055833702381106
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat agree,False,True,False,False,False,False,Male,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Urban,New Jersey,25-44,Northeast,False,True,True,True,False,0.13772234663748437
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Disagree,False,False,True,False,True,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Florida,25-44,Southeast,True,True,True,False,True,0.3909775314236509
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from high school,"Between $50,000 and $74,999",Suburban,North Carolina,18-24,Southeast,False,False,True,False,True,0.5148697375880669
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,True,True,Male,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Urban,North Carolina,25-44,Southeast,False,False,False,True,False,1.6051753244340596
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,True,False,False,False,Male,Hispanic or Latino,"Some college, no degree","Under $15,000",Suburban,North Carolina,25-44,Southeast,False,True,False,True,False,0.20180135824155213
Neither approve nor disapprove,Did not vote,Other,Can trust,Book of fables,Agree,False,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Urban,New York,18-24,Northeast,False,True,True,True,False,0.1892050817573753
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Rural,New Hampshire,65+,Northeast,True,True,True,True,False,1.5009584146652704
